name,date
A/Saint-Petersburg/RII-9262S/2023|EPIISL16764222|2023-01-16|HA|4,2023-01-16
A/Khabarovsk/167/2022|EPIISL17796947|2022-12-21|HA|4,2022-12-21
A/Denmark/102/2023|EPIISL17189246|2023-01-06|HA|4,2023-01-06
A/France/ARA-HCL023011927701/2023|EPIISL17324571|2023-01-19|HA|4,2023-01-19
A/Jbeil/S0076/2023|EPIISL16834557|2023-01-12|HA|4,2023-01-12
A/England/224520352/2022|EPIISL16033013|2022-11-02|HA|4,2022-11-02
A/Illinois/51/2022|EPIISL16761856|2022-12-12|HA|4,2022-12-12
A/Saint-Petersburg/RII-6150S/2022|EPIISL16733540|2022-12-15|HA|4,2022-12-15
A/Catalonia/NSVH198263379/2022|EPIISL16459476|2022-12-30|HA|4,2022-12-30
A/Denmark/1148/2023|EPIISL17710911|2023-04-03|HA|4,2023-04-03
A/Belgorod/CRIE/465/2022|EPIISL16546737|2022-12-22|HA|4,2022-12-22
A/Saint-Petersburg/RII-6159S/2022|EPIISL16733570|2022-12-15|HA|4,2022-12-15
A/SouthCarolina/13805/2022|EPIISL16574837|2022-11-28|HA|4,2022-11-28
A/Norway/34939/2022|EPIISL16358576|2022-10-25|HA|4,2022-10-25
A/Anhui-Yongqiao/SWL1276/2023|EPIISL18068723|2023-03-08|HA|4,2023-03-08
A/France/ARA-HCL023005202701/2023|EPIISL16823075|2023-01-09|HA|4,2023-01-09
A/Catalonia/NSVH101985369/2022|EPIISL16459408|2022-12-27|HA|4,2022-12-27
A/England/225261219/2022|EPIISL17246636|2022-12-17|HA|4,2022-12-17
A/Kalmar/1/2023|EPIISL17360697|2023-01-27|HA|4,2023-01-27
A/Denmark/372/2023|EPIISL17190359|2023-01-26|HA|4,2023-01-26
A/Salekhard/RII-MH131217S/2023|EPIISL17712246|2023-01-02|HA|4,2023-01-02
A/Nebraska/14194/2023|EPIISL17821741|2023-03-21|HA|4,2023-03-21
A/Colorado/16/2023|EPIISL17102841|2023-01-17|HA|4,2023-01-17
A/HMAO/284-45V/2023|EPIISL17406235|2023-01-30|HA|4,2023-01-30
A/BritishColumbia/PHL-369/2022|EPIISL16283290|2022-10-17|HA|4,2022-10-17
A/Omsk/203-9V/2022|EPIISL17780460|2022-12-19|HA|4,2022-12-19
A/Podporozhie/RII-5962S/2022|EPIISL16823154|2022-12-13|HA|4,2022-12-13
A/Denmark/476/2023|EPIISL17203125|2023-02-01|HA|4,2023-02-01
A/Netherlands/00514/2023|EPIISL16877495|2023-01-31|HA|4,2023-01-31
A/Idaho/14/2023|EPIISL17102842|2023-01-19|HA|4,2023-01-19
A/Netherlands/10444/2023|EPIISL17232996|2023-03-05|HA|4,2023-03-05
A/Moscow/CHE-04/2022|EPIISL16764160|2022-12-07|HA|4,2022-12-07
A/Norway/33583/2022|EPIISL15942840|2022-10-24|HA|4,2022-10-24
A/Nordrhein-Westfalen/3/2023|EPIISL17780301|2023-01-09|HA|4,2023-01-09
A/Idaho/09/2023|EPIISL17102832|2023-01-16|HA|4,2023-01-16
A/Slovenia/10959/2022|EPIISL17204396|2022-11-20|HA|4,2022-11-20
A/Norway/33621/2022|EPIISL15942826|2022-10-30|HA|4,2022-10-30
A/Ceuta/355/2023|EPIISL17095762|2023-01-16|HA|4,2023-01-16
A/Kyzyl/RII-MH128607S/2022|EPIISL17672770|2022-12-01|HA|4,2022-12-01
A/Poland/PL86/2022|EPIISL17638452|2022-12-06|HA|4,2022-12-06
A/NizhniNovgorod/RII-MH117611S/2022|EPIISL16292853|2022-11-24|HA|4,2022-11-24
A/England/224340711/2022|EPIISL15888826|2022-10-17|HA|4,2022-10-17
A/Hubei-Xiling/SWL1382/2023|EPIISL18068810|2023-04-27|HA|4,2023-04-27
A/Pontypridd/3172/2022|EPIISL15688642|2022-10-12|HA|4,2022-10-12
A/Khabarovsk/170/2022|EPIISL17796839|2022-12-22|HA|4,2022-12-22
A/Catalonia/NSVH102017013/2023|EPIISL17047466|2023-02-09|HA|4,2023-02-09
A/Denmark/3703/2022|EPIISL16679043|2022-12-21|HA|4,2022-12-21
A/Saransk/RII-MH128658S/2023|EPIISL17672763|2023-01-15|HA|4,2023-01-15
A/Finland/327/2022|EPIISL16751662|2022-12-01|HA|4,2022-12-01
A/Denmark/401/2023|EPIISL17190357|2023-01-28|HA|4,2023-01-28
A/Norway/34084/2022|EPIISL16095980|2022-10-18|HA|4,2022-10-18
A/Novosibirsk/RII-8121S/2022|EPIISL16810994|2022-12-19|HA|4,2022-12-19
A/SouthDakota/13/2023|EPIISL17102890|2023-02-08|HA|4,2023-02-08
A/Saint-Petersburg/RII-69/2022|EPIISL17674795|2022-12-05|HA|4,2022-12-05
A/Saint-Petersburg/RII-MH127542S/2023|EPIISL17635527|2023-01-23|HA|4,2023-01-23
A/Catalonia/NSVH102011617/2023|EPIISL17047458|2023-02-02|HA|4,2023-02-02
A/Catalonia/NSVH160861230/2023|EPIISL17167812|2023-02-21|HA|4,2023-02-21
A/Saint-Petersburg/RII-5484S/2022|EPIISL16733525|2022-12-10|HA|4,2022-12-10
A/Michigan/HFHSL361070602/2023|EPIISL17817535|2023-01-04|HA|4,2023-01-04
A/Netherlands/00106/2023|EPIISL16585510|2023-01-07|HA|4,2023-01-07
A/Ceuta/514/2023|EPIISL17095765|2023-01-26|HA|4,2023-01-26
A/Moscow/19/2022|EPIISL16738409|2022-11-17|HA|4,2022-11-17
A/Lisboa/657/2022|EPIISL17063113|2022-11-11|HA|4,2022-11-11
A/Baleares/76/2023|EPIISL16913872|2023-01-03|HA|4,2023-01-03
A/Navarra/248/2023|EPIISL17095780|2023-01-07|HA|4,2023-01-07
A/Henan-Hualong/SWL1143/2023|EPIISL18069070|2023-02-15|HA|4,2023-02-15
A/Tennessee/RVTNL2229767764265/2023|EPIISL17983161|2023-02-04|HA|4,2023-02-04
A/WestVirginia/50/2022|EPIISL16831300|2022-12-17|HA|4,2022-12-17
A/DominicanRepublic/107/2023|EPIISL17806025|2023-01-24|HA|4,2023-01-24
A/NizhniNovgorod/RII-MH124482S/2022|EPIISL16738401|2022-12-12|HA|4,2022-12-12
A/Michigan/UOM10049108270/2022|EPIISL17551680|2022-12-30|HA|4,2022-12-30
A/Netherlands/10355/2023|EPIISL17076095|2023-02-18|HA|4,2023-02-18
A/Netherlands/01227/2023|EPIISL17323277|2023-03-12|HA|4,2023-03-12
A/Norway/35432/2022|EPIISL16358605|2022-10-12|HA|4,2022-10-12
A/Kosovo/972/2023|EPIISL18167253|2023-02-28|HA|4,2023-02-28
A/Cardiff/4699/2022|EPIISL17188294|2022-12-29|HA|4,2022-12-29
A/Krasnoyarsk/176-18V/2022|EPIISL17761990|2022-12-21|HA|4,2022-12-21
A/CzechRepublic/969/2023|EPIISL17664740|2023-02-08|HA|4,2023-02-08
A/Armenia/1543/2022|EPIISL17211534|2022-12-15|HA|4,2022-12-15
A/Catalonia/NSVH101985232/2022|EPIISL16546423|2022-12-27|HA|4,2022-12-27
A/Missouri/54/2022|EPIISL16761859|2022-11-30|HA|4,2022-11-30
A/England/225020743/2022|EPIISL16650121|2022-12-11|HA|4,2022-12-11
A/Norway/01032/2022|EPIISL16855804|2023-01-13|HA|4,2023-01-13
A/Norway/32888/2022|EPIISL16465033|2022-10-22|HA|4,2022-10-22
A/Laos/1434/2023|EPIISL18091920|2023-04-04|HA|4,2023-04-04
A/Netherlands/00612/2023|EPIISL16955815|2023-02-04|HA|4,2023-02-04
A/Missouri/58/2022|EPIISL16764019|2022-12-06|HA|4,2022-12-06
A/Hawaii/18/2023|EPIISL17625885|2023-03-20|HA|4,2023-03-20
A/England/225100997/2022|EPIISL16810013|2022-12-12|HA|4,2022-12-12
A/Norway/32977/2022|EPIISL16465010|2022-10-28|HA|4,2022-10-28
A/England/224740384/2022|EPIISL16477466|2022-11-16|HA|4,2022-11-16
A/Belgium/G0193/2023|EPIISL18167508|2023-02-01|HA|4,2023-02-01
A/England/224200706/2022|EPIISL16937045|2022-10-14|HA|4,2022-10-14
A/Netherlands/12235/2022|EPIISL16600549|2022-12-29|HA|4,2022-12-29
A/England/230120801/2022|EPIISL16886923|2022-12-30|HA|4,2022-12-30
A/Catalonia/NSVH198252678/2022|EPIISL14977318|2022-08-29||HospitalUniversitariValldHebron,2022-08-29
A/Catalonia/NSVH101916048/2022|EPIISL15210583|2022-09-16|Original|HospitalUniversitariValldHebron,2022-09-16
A/Netherlands/11691/2022|EPIISL14570072|2022-08-05|Original|NationalInstituteforPublicHealthandtheEnvironmentRIVM,2022-08-05
A/PARIS/55384/2022|EPIISL16099953|2022-09-25|original|InstitutPasteur,2022-09-25
A/England/223440241/2022|EPIISL15602019|2022-08-22|original|UKHealthSecurityAgency-Colindale,2022-08-22
A/Netherlands/11740/2022|EPIISL15345819|2022-09-26|Original|NationalInstituteforPublicHealthandtheEnvironmentRIVM,2022-09-26
A/Norway/35788/2022|EPIISL16358639|2022-09-25|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-09-25
A/Norway/36449/2022|EPIISL16460684|2022-09-29|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-09-29
A/Norway/36539/2022|EPIISL16460697|2022-09-16|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-09-16
A/England/223640309/2022|EPIISL15602031|2022-09-05|original|UKHealthSecurityAgency-Colindale,2022-09-05
A/Netherlands/11728/2022|EPIISL15262289|2022-09-02|Original|NationalInstituteforPublicHealthandtheEnvironmentRIVM,2022-09-02
A/CastillaLaMancha/3910/2022|EPIISL16052076|2022-09-27|ClinicalSpecimen|InstitutodeSaludCarlosIII,2022-09-27
A/Galicia/34987168/2022|EPIISL16465142|2022-09-28||ServicioGalegodeSaude,2022-09-28
A/Valladolid/816/2022|EPIISL16465051|2022-09-29|cs|CrickWorldwideInfluenzaCentre,2022-09-29
A/Norway/31694/2022|EPIISL16043978|2022-09-24|E3|CrickWorldwideInfluenzaCentre,2022-09-24
A/Norway/36535/2022|EPIISL16460694|2022-09-23|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-09-23
A/Netherlands/11732/2022|EPIISL15999295|2022-08-30|cs|CrickWorldwideInfluenzaCentre,2022-08-30
A/UnitedKingdom/13426/2022|EPIISL16479539|2022-08-17|Original|USAirForceSchoolofAerospaceMedicine,2022-08-17
A/Germany/13463/2022|EPIISL16479591|2022-09-13|Original|USAirForceSchoolofAerospaceMedicine,2022-09-13
A/Catalonia/NSVH198254427/2022|EPIISL15938149|2022-09-16|cs|CrickWorldwideInfluenzaCentre,2022-09-16
A/Norway/35795/2022|EPIISL16358640|2022-09-25|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-09-25
A/Navarra/3560/2022|EPIISL15447189|2022-09-07|ClinicalSpecimen|InstitutodeSaludCarlosIII,2022-09-07
A/PARIS/54771/2022|EPIISL16100048|2022-07-27|original|InstitutPasteur,2022-07-27
A/Navarra/3501/2022|EPIISL15447181|2022-09-06|ClinicalSpecimen|InstitutodeSaludCarlosIII,2022-09-06
A/Baleares/3187/2022|EPIISL15446865|2022-07-23|ClinicalSpecimen|InstitutodeSaludCarlosIII,2022-07-23
A/Catalonia/NSVH198253082/2022|EPIISL15938146|2022-09-01|cs|CrickWorldwideInfluenzaCentre,2022-09-01
A/Catalonia/NSVH198255162/2022|EPIISL15210625|2022-09-21|Original|HospitalUniversitariValldHebron,2022-09-21
A/Netherlands/01193/2022|EPIISL15234347|2022-08-24|Original|ErasmusMedicalCenter,2022-08-24
A/Netherlands/01198/2022|EPIISL15234667|2022-08-29|Original|ErasmusMedicalCenter,2022-08-29
A/Netherlands/01201/2022|EPIISL15234669|2022-08-31|Original|ErasmusMedicalCenter,2022-08-31
A/Stockholm/38/2022|EPIISL15190803|2022-08-23|Original|PublicHealthAgencyofSweden,2022-08-23
A/Norway/31786/2022|EPIISL15728543|2022-09-26|ClinicalSpeciMen|NorwegianInstituteofPublicHealth,2022-09-26
A/Norway/31584/2022|EPIISL15929452|2022-09-16|cs|CrickWorldwideInfluenzaCentre,2022-09-16
A/Norway/31584/2022|EPIISL15728550|2022-09-16|ClinicalSpeciMen|NorwegianInstituteofPublicHealth,2022-09-16
A/Alicante/VAHNSI-GIHSN-161848/2022|EPIISL15923133|2022-09-27|Directsequencing|VirologyLaboratoryVaccineResearchAreaF,2022-09-27
A/Norway/36568/2022|EPIISL16460701|2022-08-20|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-08-20
A/Norway/36456/2022|EPIISL16460686|2022-09-28|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-09-28
A/Norway/36562/2022|EPIISL16460700|2022-09-05|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-09-05
A/England/223980556/2022|EPIISL15740999|2022-09-25|original|UKHealthSecurityAgency-Colindale,2022-09-25
A/England/224080675/2022|EPIISL15803855|2022-09-30|original|UKHealthSecurityAgency-Colindale,2022-09-30
A/Netherlands/11700/2022|EPIISL14751123|2022-08-15|Original|NationalInstituteforPublicHealthandtheEnvironmentRIVM,2022-08-15
A/Catalonia/NSVH198254453/2022|EPIISL15081682|2022-09-16||HospitalUniversitariValldHebron,2022-09-16
A/Norway/30213/2022|EPIISL15929457|2022-08-16|cs|CrickWorldwideInfluenzaCentre,2022-08-16
A/Catalonia/NSVH161512065/2022|EPIISL15081676|2022-09-14||HospitalUniversitariValldHebron,2022-09-14
A/Netherlands/11733/2022|EPIISL15929458|2022-09-06|cs|CrickWorldwideInfluenzaCentre,2022-09-06
A/England/223940528/2022|EPIISL15740761|2022-09-13|original|UKHealthSecurityAgency-Colindale,2022-09-13
A/Norway/31694/2022|EPIISL15728546|2022-09-24|ClinicalSpeciMen|NorwegianInstituteofPublicHealth,2022-09-24
A/Catalonia/NSVH101897285/2022|EPIISL14977324|2022-08-22||HospitalUniversitariValldHebron,2022-08-22
A/Catalonia/NSVH101883797/2022|EPIISL15938147|2022-07-31|SIAT1/MDCK1|CrickWorldwideInfluenzaCentre,2022-07-31
A/Norway/30532/2022|EPIISL15929464|2022-08-18|cs|CrickWorldwideInfluenzaCentre,2022-08-18
A/Catalonia/NSVH198252755/2022|EPIISL15938153|2022-08-30|cs|CrickWorldwideInfluenzaCentre,2022-08-30
A/England/224340731/2022|EPIISL15888837|2022-09-30|original|UKHealthSecurityAgency-Colindale,2022-09-30
A/Catalonia/NSVH101883797/2022|EPIISL15938151|2022-07-31|cs|CrickWorldwideInfluenzaCentre,2022-07-31
A/Catalonia/NSVH101901225/2022|EPIISL14816455|2022-08-28|Original|HospitalUniversitariValldHebron,2022-08-28
A/Netherlands/11693/2022|EPIISL14570073|2022-08-04|Original|NationalInstituteforPublicHealthandtheEnvironmentRIVM,2022-08-04
A/Netherlands/11733/2022|EPIISL15215321|2022-09-06|Original|NationalInstituteforPublicHealthandtheEnvironmentRIVM,2022-09-06
A/Netherlands/11742/2022|EPIISL15345823|2022-09-20|Original|NationalInstituteforPublicHealthandtheEnvironmentRIVM,2022-09-20
A/Norway/29726/2022|EPIISL15728558|2022-07-17|ClinicalSpeciMen|NorwegianInstituteofPublicHealth,2022-07-17
A/Texas/10548/2019|EPIISL412568|2019-12-10,2019-12-10
A/Norway/2886/2019|EPIISL426236|2019-12-18,2019-12-18
A/India/Pune-NIVCoV376234/2021|EPIISL14854659|2021-04-12||ICMR-NationalInstituteofVirology,2021-04-12
A/Norway/36573/2022|EPIISL16460703|2022-08-13|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-08-13
A/Norway/31737/2022|EPIISL15728545|2022-09-25|ClinicalSpeciMen|NorwegianInstituteofPublicHealth,2022-09-25
A/Norway/34710/2022|EPIISL16096013|2022-09-29|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-09-29
A/Michigan/UOM10047249487/2022|EPIISL16045902|2022-09-03|ORI|UniversityofMichigan,2022-09-03
A/Qatar/16-VI-22-1535667/2022|EPIISL13817428|2022-05-07|cs|CrickWorldwideInfluenzaCentre,2022-05-07
A/Qatar/10-VI-22-1511874/2022|EPIISL13817417|2022-04-29|cs|CrickWorldwideInfluenzaCentre,2022-04-29
A/England/220561705/2022|EPIISL11112224|2022-01-27|original|UKHealthSecurityAgency-Colindale,2022-01-27
A/England/220340608/2022|EPIISL9650316|2022-01-16|original|UKHealthSecurityAgency-Colindale,2022-01-16
A/England/221380670/2022|EPIISL14021678|2022-03-24|original|UKHealthSecurityAgency-Colindale,2022-03-24
A/Stockholm/10/2021|EPIISL5743024|2021-09-13|Original|PublicHealthAgencyofSweden,2021-09-13
A/Stockholm/10/2021|EPIISL9402269|2021-09-13|SIAT1/MDCK1|CrickWorldwideInfluenzaCentre,2021-09-13
A/Stockholm/10/2021|EPIISL13704396|2021-09-13|SIAT1/MDCK2-3|CrickWorldwideInfluenzaCentre,2021-09-13
A/Ireland/0055969/2022|EPIISL9190308|2022-01-13||UCDNationalVirusReferenceLaboratory,2022-01-13
A/Asturias/2660/2022|EPIISL13953603|2022-06-01|ClinicalSpecimen|InstitutodeSaludCarlosIII,2022-06-01
A/Norway/31648/2022|EPIISL15728544|2022-09-25|ClinicalSpeciMen|NorwegianInstituteofPublicHealth,2022-09-25
A/Norway/31649/2022|EPIISL15937865|2022-09-22|cs|CrickWorldwideInfluenzaCentre,2022-09-22
A/Norway/31321/2022|EPIISL15929460|2022-09-19|cs|CrickWorldwideInfluenzaCentre,2022-09-19
A/Nepal/22FL2317/2022|EPIISL14883641|2022-08-02|Original|NationalInstituteofInfectiousDiseasesNIID,2022-08-02
A/Nepal/22FL2393/2022|EPIISL15260060|2022-08-03|hCK0+2|NationalInstituteofInfectiousDiseasesNIID,2022-08-03
A/Baltimore/JH-0377/2022|EPIISL15807441|2022-09-27||JohnsHopkinsSchoolofMedicine,2022-09-27
A/India/Pun-NIVCOV2221171/2022|EPIISL14991377|2022-07-07|Original|WHOCollaboratingCentreforReferenceandResearchonInfl,2022-07-07
A/Ibri/52121896/2021|EPIISL7992375|2021-11-09|cs|CrickWorldwideInfluenzaCentre,2021-11-09
A/Qatar/16-VI-21-4927911/2021|EPIISL9533499|2021-09-14|MDCK1|CrickWorldwideInfluenzaCentre,2021-09-14
A/Netherlands/10532/2022|EPIISL11668866|2022-03-18|Original|NationalInstituteforPublicHealthandtheEnvironmentRIVM,2022-03-18
A/Germany/13459/2022|EPIISL16479587|2022-09-28|Original|USAirForceSchoolofAerospaceMedicine,2022-09-28
A/England/224180787/2022|EPIISL15803892|2022-08-31|original|UKHealthSecurityAgency-Colindale,2022-08-31
A/India/Pune-NIVCoV364787/2021|EPIISL14854660|2021-08-10||ICMR-NationalInstituteofVirology,2021-08-10
A/India/Pune-NIVCoV360441/2021|EPIISL14854661|2021-09-24||ICMR-NationalInstituteofVirology,2021-09-24
A/Qatar/10-VI-22-1511371/2022|EPIISL13817418|2022-04-29|cs|CrickWorldwideInfluenzaCentre,2022-04-29
A/Qatar/10-VI-22-1522551/2022|EPIISL13817424|2022-05-02|cs|CrickWorldwideInfluenzaCentre,2022-05-02
A/Qatar/32-VI-22-1460000/2022|EPIISL13817415|2022-04-16|cs|CrickWorldwideInfluenzaCentre,2022-04-16
A/England/221760543/2022|EPIISL14387951|2022-03-27|original|UKHealthSecurityAgency-Colindale,2022-03-27
A/Norway/24000/2022|EPIISL14711943|2022-05-20|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-05-20
A/England/221340361/2022|EPIISL14021672|2022-03-19|original|UKHealthSecurityAgency-Colindale,2022-03-19
A/England/221440338/2022|EPIISL14144999|2022-04-04|original|UKHealthSecurityAgency-Colindale,2022-04-04
A/England/221760540/2022|EPIISL14387950|2022-04-28|original|UKHealthSecurityAgency-Colindale,2022-04-28
A/England/221740397/2022|EPIISL14387938|2022-03-27|original|UKHealthSecurityAgency-Colindale,2022-03-27
A/England/221200226/2022|EPIISL13699501|2022-03-17|original|UKHealthSecurityAgency-Colindale,2022-03-17
A/England/221200248/2022|EPIISL13699516|2022-03-13|original|UKHealthSecurityAgency-Colindale,2022-03-13
A/England/221340360/2022|EPIISL14021646|2022-03-19|original|UKHealthSecurityAgency-Colindale,2022-03-19
A/India/Pune-NIVCoV343442/2021|EPIISL14854692|2021-09-08||ICMR-NationalInstituteofVirology,2021-09-08
A/England/221760551/2022|EPIISL14387915|2022-04-01|original|UKHealthSecurityAgency-Colindale,2022-04-01
A/England/221420551/2022|EPIISL14571969|2022-03-29|original|UKHealthSecurityAgency-Colindale,2022-03-29
A/England/221480818/2022|EPIISL14021690|2022-03-30|original|UKHealthSecurityAgency-Colindale,2022-03-30
A/England/221520457/2022|EPIISL14021712|2022-04-08|original|UKHealthSecurityAgency-Colindale,2022-04-08
A/England/221261148/2022|EPIISL13699558|2022-03-22|original|UKHealthSecurityAgency-Colindale,2022-03-22
A/England/221760287/2022|EPIISL14387948|2022-04-21|original|UKHealthSecurityAgency-Colindale,2022-04-21
A/England/221700297/2022|EPIISL14143383|2022-04-15|original|UKHealthSecurityAgency-Colindale,2022-04-15
A/England/221421561/2022|EPIISL14144989|2022-03-29|original|UKHealthSecurityAgency-Colindale,2022-03-29
A/England/221460271/2022|EPIISL14145004|2022-04-04|original|UKHealthSecurityAgency-Colindale,2022-04-04
A/England/221420543/2022|EPIISL14144974|2022-04-01|original|UKHealthSecurityAgency-Colindale,2022-04-01
A/England/221000189/2022|EPIISL13431107|2022-03-01|original|UKHealthSecurityAgency-Colindale,2022-03-01
A/England/221900319/2022|EPIISL14572105|2022-05-05|original|UKHealthSecurityAgency-Colindale,2022-05-05
A/England/221200255/2022|EPIISL13699521|2022-03-12|original|UKHealthSecurityAgency-Colindale,2022-03-12
A/Singapore/TT0086/2022|EPIISL16520288|2022-08-31|Clinicalspecimen|MinistryofHealthSingapore,2022-08-31
A/Nepal/22FL2227/2022|EPIISL15260059|2022-07-26|hCK0+2|NationalInstituteofInfectiousDiseasesNIID,2022-07-26
A/Singapore/KK0255/2022|EPIISL16520292|2022-08-15|Clinicalspecimen|MinistryofHealthSingapore,2022-08-15
A/Qatar/47-VI-22-2077534/2022|EPIISL15937875|2022-04-26|cs|CrickWorldwideInfluenzaCentre,2022-04-26
A/Nepal/PPHL10/2022|EPIISL14883646|2022-08-01|Original|NationalInstituteofInfectiousDiseasesNIID,2022-08-01
A/Nepal/22FL1774/2022|EPIISL14883636|2022-06-21|Original|NationalInstituteofInfectiousDiseasesNIID,2022-06-21
A/Nepal/PPHL30/2022|EPIISL17244490|2022-09-07|hCK0+2|NationalInstituteofInfectiousDiseasesNIID,2022-09-07
A/Norway/36468/2022|EPIISL16460689|2022-09-27|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-09-27
A/Baltimore/JH-0366/2022|EPIISL15807275|2022-09-19||JohnsHopkinsSchoolofMedicine,2022-09-19
A/Baltimore/JH-0363/2022|EPIISL15807273|2022-09-24||JohnsHopkinsSchoolofMedicine,2022-09-24
A/India/Pune-NIVCOV2221424/2022|EPIISL14836379|2022-07-13||ICMR-NationalInstituteofVirology,2022-07-13
A/India/Aurangabad-QC2152/2021|EPIISL9349280|2021-08-16|P-1MDCK1|WHOCollaboratingCentreforReferenceandResearchonIn,2021-08-16
A/India/Aurangabad-NIVQC52/2021|EPIISL14854653|2021-08-16||ICMR-NationalInstituteofVirology,2021-08-16
A/India/Bhopal-NIVQC196/2021|EPIISL14854655|2021-09-28||ICMR-NationalInstituteofVirology,2021-09-28
A/England/221780282/2022|EPIISL14387984|2022-04-03|original|UKHealthSecurityAgency-Colindale,2022-04-03
A/England/221200256/2022|EPIISL13699522|2022-03-16|original|UKHealthSecurityAgency-Colindale,2022-03-16
A/England/223420411/2022|EPIISL15602017|2022-08-17|original|UKHealthSecurityAgency-Colindale,2022-08-17
A/India/Tripura-NIVQC349/2021|EPIISL14854658|2021-09-08||ICMR-NationalInstituteofVirology,2021-09-08
A/Norway/31677/2022|EPIISL15937851|2022-09-21|cs|CrickWorldwideInfluenzaCentre,2022-09-21
A/SaudiArabia/1117/2022|EPIISL17049192|2022-09-17|cs|CrickWorldwideInfluenzaCentre,2022-09-17
A/Qatar/32-VI-22-2010433/2022|EPIISL15937869|2022-09-18|cs|CrickWorldwideInfluenzaCentre,2022-09-18
A/Petrozavodsk/CRIE/489/2023|EPIISL16810976|2022-01-03||CentralResearchInstituteofEpidemiology,2022-01-03
A/India/Pune-NIVCoV351636/2021|EPIISL14854662|2021-08-31||ICMR-NationalInstituteofVirology,2021-08-31
A/India/Pune-NIVQC40/2021|EPIISL14854654|2021-06-10||ICMR-NationalInstituteofVirology,2021-06-10
A/India/Pun-NIV323546/2021|EPIISL9349281|2021-06-22|X3/S2MDCK1|WHOCollaboratingCentreforReferenceandResearchonInflue,2021-06-22
A/Norway/35786/2022|EPIISL16358638|2022-09-26|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-09-26
A/Norway/35701/2022|EPIISL16358631|2022-09-30|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-09-30
A/Norway/34731/2022|EPIISL16096024|2022-09-19|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-09-19
A/Norway/34729/2022|EPIISL16096025|2022-09-16|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-09-16
A/Norway/34816/2022|EPIISL16096019|2022-09-25|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-09-25
A/Khasab/72126274/2021|EPIISL12241634|2021-09-28|MDCK1|CrickWorldwideInfluenzaCentre,2021-09-28
A/England/221200257/2022|EPIISL13699523|2022-03-16|original|UKHealthSecurityAgency-Colindale,2022-03-16
A/Norway/36445/2022|EPIISL16460683|2022-09-30|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-09-30
A/Netherlands/11985/2022|EPIISL16390267|2022-02-20|Original|NationalInstituteforPublicHealthandtheEnvironmentRIVM,2022-02-20
A/Norway/36513/2022|EPIISL16460693|2022-09-24|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-09-24
A/Norway/36574/2022|EPIISL16460704|2022-07-17|ClinicalSpecimen|NorwegianInstituteofPublicHealth,2022-07-17
A/Norway/31559/2022|EPIISL15728549|2022-09-19|ClinicalSpeciMen|NorwegianInstituteofPublicHealth,2022-09-19
A/Iowa/12/2019|EPIISL386920|2019-02-09,2019-02-09
A/England/194320907/2019|EPIISL399824|2019-10-19,2019-10-19
A/Yamaguchi/35/2019|EPIISL413299|2019-08-24,2019-08-24
A/Hawaii/10297/2019|EPIISL405423|2019-12-04,2019-12-04
A/Utah/11302/2020|EPIISL414918|2020-01-13,2020-01-13
A/Stockholm/20/2020|EPIISL413675|2020-02-12,2020-02-12
A/Norway/729/2020|EPIISL527262|2020-02-04,2020-02-04
A/RhodeIsland/11218/2020|EPIISL414833|2020-01-14,2020-01-14
A/Texas/10345/2019|EPIISL405471|2019-12-09,2019-12-09
A/Nevada/10166/2019|EPIISL404314|2019-11-20,2019-11-20
A/AICHI/190/2018|EPIISL320160|2018-05-02,2018-05-02
A/Townsville/21/2018|EPIISL323090|2018-08-02,2018-08-02
A/Kanagawa/IC1848/2019|EPIISL394984|2019-01-18,2019-01-18
A/Darwin/102/2019|EPIISL393678|2019-03-21,2019-03-21
A/HongKong/110/2019|EPIISL391294|2019-01-01,2019-01-01
A/Newcastle/46/2019|EPIISL380100|2019-03-13,2019-03-13
A/Ireland/84630/2018|EPIISL338060|2018-11-28,2018-11-28
A/Taiwan/80693/2018|EPIISL322533|2018-06-14,2018-06-14
A/India/3405/2017|EPIISL295889|2017-09-16,2017-09-16
A/Sydney/31/2018|EPIISL320395|2018-03-22,2018-03-22
A/Panama/318595/2016|EPIISL230523|2016-06-03,2016-06-03
A/Brisbane/181/2015|EPIISL209042|2015-10-06,2015-10-06
